income,abe
0,75
0,55
0,35
0,55
0,55
0,30
0,55
0,55
0,50
0,70
0,60
0,30
0,60
0,55
0,55
0,55
0,50
0,55
0,45
0,60
0,45
0,55
0,60
0,55
0,40
0,50
0,50
0,50
0,55
0,55
0,55
0,55
0,40
0,50
0,55
0,55
0,45
0,60
0,60
0,60
0,45
0,60
0,60
0,60
0,65
0,60
0,60
0,60
0,60
0,60
0,65
0,60
0,50
0,65
0,55
0,60
0,50
0,40
0,60
0,50
0,60
0,60
0,55
0,65
0,60
0,50
0,60
0,60
0,80
0,35
0,70
0,70
0,60
0,60
0,80
0,65
0,40
0,65
0,65
0,60
0,55
0,70
0,65
0,65
0,65
0,65
0,65
0,55
0,65
0,75
0,55
0,65
0,65
0,80
0,75
0,70
0,60
0,65
0,60
0,75
0,65
0,85
12.5,15
12.5,25
12.5,25
12.5,0
12.5,15
12.5,25
12.5,10
12.5,20
12.5,20
12.5,15
12.5,15
12.5,30
12.5,25
12.5,20
12.5,35
12.5,5
12.5,25
12.5,20
12.5,35
12.5,50
12.5,40
12.5,30
12.5,25
12.5,5
12.5,25
12.5,45
12.5,35
12.5,10
12.5,35
12.5,40
12.5,25
12.5,35
12.5,10
12.5,40
12.5,30
12.5,30
12.5,45
12.5,35
12.5,40
12.5,30
12.5,15
12.5,40
12.5,55
12.5,40
12.5,35
12.5,35
12.5,50
12.5,40
12.5,40
12.5,30
12.5,40
12.5,35
12.5,30
12.5,40
12.5,40
12.5,40
12.5,35
12.5,40
12.5,35
12.5,20
12.5,30
12.5,60
12.5,35
12.5,45
12.5,40
12.5,50
12.5,30
12.5,45
12.5,25
12.5,50
12.5,70
12.5,45
12.5,45
12.5,40
12.5,45
12.5,45
12.5,45
12.5,45
12.5,20
12.5,45
12.5,25
12.5,20
12.5,45
12.5,70
12.5,45
12.5,20
12.5,35
12.5,45
12.5,50
12.5,45
12.5,60
12.5,60
12.5,45
12.5,45
12.5,50
12.5,45
12.5,50
12.5,50
12.5,35
12.5,40
12.5,60
12.5,55
12.5,50
12.5,25
12.5,25
12.5,45
12.5,50
12.5,50
12.5,40
12.5,40
12.5,50
12.5,25
12.5,55
12.5,65
12.5,55
12.5,50
12.5,60
12.5,65
12.5,50
12.5,50
12.5,55
12.5,50
12.5,50
12.5,60
12.5,30
12.5,50
12.5,50
12.5,65
12.5,50
12.5,55
12.5,65
12.5,60
12.5,45
12.5,45
12.5,35
12.5,40
12.5,40
12.5,45
12.5,35
12.5,50
12.5,25
12.5,50
12.5,40
12.5,50
12.5,50
12.5,50
12.5,45
12.5,50
12.5,50
12.5,50
12.5,25
12.5,50
12.5,50
12.5,55
12.5,65
12.5,75
12.5,50
12.5,50
12.5,50
12.5,45
12.5,45
12.5,45
12.5,65
12.5,35
12.5,25
12.5,50
12.5,50
12.5,40
12.5,45
12.5,50
12.5,50
12.5,40
12.5,45
12.5,50
12.5,50
12.5,40
12.5,55
12.5,25
12.5,50
12.5,50
12.5,60
12.5,50
12.5,50
12.5,50
12.5,75
12.5,50
12.5,75
12.5,50
12.5,70
12.5,60
12.5,45
12.5,55
12.5,55
12.5,75
12.5,35
12.5,55
12.5,55
12.5,60
12.5,55
12.5,50
12.5,55
12.5,50
12.5,45
12.5,50
12.5,40
12.5,55
12.5,30
12.5,40
12.5,35
12.5,60
12.5,35
12.5,60
12.5,55
12.5,60
12.5,65
12.5,60
12.5,55
12.5,65
12.5,65
12.5,65
12.5,40
12.5,70
12.5,65
12.5,65
12.5,85
12.5,40
12.5,65
12.5,70
12.5,45
12.5,70
12.5,90
50,35
50,20
50,20
50,25
50,25
50,15
50,20
50,25
50,15
50,20
50,20
50,30
50,15
50,25
50,25
50,30
50,40
50,35
50,30
50,30
50,25
50,20
50,25
50,30
50,30
50,30
50,25
50,30
50,35
50,40
50,35
50,30
50,15
50,35
50,35
50,35
50,35
50,15
50,15
50,40
50,40
50,35
50,40
50,40
50,40
50,40
50,35
50,40
50,20
50,15
50,35
50,35
50,40
50,40
50,15
50,30
50,50
50,40
50,40
50,40
50,40
50,40
50,40
50,40
50,30
50,20
50,40
50,40
50,40
50,35
50,45
50,45
50,55
50,45
50,50
50,40
50,50
50,40
50,50
50,45
50,35
50,35
50,45
50,45
50,40
50,40
50,45
50,45
50,60
50,60
50,50
50,25
50,55
50,40
50,45
50,35
50,20
50,45
50,55
50,45
50,45
50,45
50,45
50,45
50,25
50,45
50,35
50,20
50,55
50,35
50,25
50,35
50,50
50,55
50,50
50,50
50,35
50,50
50,40
50,50
50,50
50,25
50,25
50,30
50,40
50,40
50,40
50,50
50,40
50,65
50,50
50,50
50,25
50,50
50,50
50,25
50,65
50,40
50,50
50,50
50,50
50,35
50,30
50,40
50,45
50,65
50,25
50,50
50,50
50,65
50,40
50,60
50,40
50,45
50,35
50,55
50,45
50,50
50,35
50,60
50,65
50,40
50,50
50,35
50,45
50,50
50,40
50,50
50,50
50,60
50,60
50,45
50,55
50,50
50,40
50,35
50,45
50,45
50,50
50,55
50,50
50,35
50,45
50,65
50,50
50,50
50,40
50,50
50,50
50,50
50,55
50,35
50,25
50,50
50,65
50,50
50,50
50,45
50,50
50,55
50,25
50,50
50,55
50,65
50,40
50,50
50,30
50,35
50,50
50,35
50,35
50,60
50,70
50,40
50,50
50,50
50,55
50,55
50,30
50,55
50,55
50,70
50,65
50,60
50,50
50,50
50,55
50,55
50,50
50,40
50,45
50,65
50,50
50,65
50,35
50,50
50,75
50,35
50,35
50,60
50,65
50,80
50,65
50,55
50,40
50,60
50,60
50,45
50,80
50,60
50,60
50,65
50,50
50,40
50,80
50,45
50,65
50,80
100,0
100,25
100,25
100,30
100,35
100,10
100,25
100,20
100,0
100,40
100,30
100,40
100,30
100,10
100,25
100,45
100,30
100,0
100,20
100,25
100,10
100,25
100,30
100,15
100,25
100,15
100,25
100,30
100,15
100,25
100,5
100,25
100,40
100,25
100,30
100,20
100,25
100,25
100,0
100,25
100,25
100,25
100,30
100,5
100,30
100,5
100,25
100,15
100,20
100,25
100,20
100,20
100,0
100,30
100,5
100,10
100,25
100,5
100,45
100,30
100,20
100,40
100,15
100,25
100,30
100,30
100,30
100,30
100,20
100,30
100,20
100,30
100,30
100,30
100,30
100,30
100,35
100,30
100,20
100,30
100,35
100,35
100,35
100,30
100,35
100,40
100,35
100,35
100,35
100,40
100,35
100,40
100,30
100,40
100,45
100,35
100,35
100,50
100,25
100,35
100,35
100,35
100,10
100,35
100,50
100,40
100,25
100,40
100,45
100,50
100,25
100,40
100,35
100,15
100,40
100,35
100,30
100,55
100,40
100,30
100,50
100,40
100,30
100,15
100,40
100,45
100,40
100,50
100,40
100,30
100,40
100,40
100,25
100,40
100,55
100,15
100,40
100,40
100,25
100,40
100,40
100,40
100,40
100,40
100,55
100,40
100,45
100,45
100,45
100,30
100,30
100,50
100,50
100,40
100,20
100,20
100,30
100,20
100,30
100,50
100,50
100,55
100,45
100,55
100,45
100,35
100,45
100,45
100,20
100,45
100,50
100,40
100,40
100,20
100,50
100,45
100,35
100,35
100,45
100,70
100,45
100,20
100,45
100,20
100,45
100,45
100,45
100,45
100,20
100,20
100,40
100,50
100,45
100,45
100,20
100,50
100,45
100,55
100,45
100,45
100,50
100,45
100,45
100,40
100,55
100,55
100,25
100,45
100,55
100,50
100,20
100,45
100,60
100,50
100,50
100,25
100,50
100,50
100,70
100,40
100,35
100,65
100,35
100,50
100,40
100,50
100,50
100,40
100,60
100,55
100,55
100,50
100,60
100,45
100,50
100,55
100,70
100,45
100,50
100,40
100,50
100,45
100,55
100,60
100,55
100,25
100,55
100,50
100,45
100,50
100,50
100,50
100,30
100,35
100,25
100,50
100,40
100,50
100,25
100,45
100,45
100,50
100,50
100,50
100,50
100,60
100,25
100,50
100,25
100,45
100,40
100,45
100,35
100,25
100,30
100,50
100,45
100,50
100,55
100,25
100,25
100,50
100,50
100,55
100,50
100,40
100,45
100,50
100,50
100,60
100,50
100,50
100,50
100,40
100,50
100,50
100,40
100,40
100,50
100,35
100,25
100,50
100,25
100,65
100,55
100,50
100,40
100,30
100,35
100,50
100,50
100,40
100,45
100,55
100,50
100,45
100,40
100,75
100,25
100,45
100,50
100,50
100,50
100,25
100,35
100,25
100,45
100,60
100,50
100,50
100,25
100,25
100,50
100,60
100,30
100,50
100,45
100,50
100,50
100,45
100,60
100,50
100,60
100,50
100,35
100,50
100,30
100,40
100,25
100,55
100,35
100,25
100,65
100,40
100,50
100,55
100,30
100,60
100,50
100,50
100,50
100,25
100,65
100,50
100,50
100,50
100,40
100,25
100,50
100,45
100,45
100,55
100,40
100,30
100,50
100,50
100,25
100,55
100,25
100,65
100,50
100,25
100,50
100,50
100,60
100,65
100,25
100,50
100,60
100,25
100,50
100,30
100,70
100,45
100,45
100,60
100,50
100,50
100,50
100,45
100,30
100,55
100,55
100,50
100,50
100,60
100,40
100,50
100,60
100,50
100,50
100,50
100,60
100,50
100,25
100,55
100,50
100,55
100,45
100,35
100,50
100,50
100,50
100,50
100,30
100,55
100,55
100,30
100,50
100,55
100,55
100,55
100,45
100,30
100,40
100,45
100,45
100,30
100,60
100,30
100,65
100,55
100,55
100,55
100,65
100,55
100,55
100,55
100,65
100,50
100,40
100,50
100,55
100,55
100,55
100,50
100,55
100,55
100,45
100,40
100,30
100,55
100,55
100,30
100,55
100,55
100,70
100,40
100,65
100,55
100,45
100,30
100,30
100,60
100,60
100,30
100,55
100,60
100,55
100,70
100,55
100,60
100,65
100,45
100,60
100,60
100,70
100,65
100,50
100,70
100,45
100,60
100,65
100,35
100,55
100,60
100,70
100,60
100,35
100,60
100,35
100,75
100,60
100,40
100,75
100,55
100,60
100,55
100,60
100,45
100,60
100,60
100,40
100,60
100,45
100,80
100,60
100,75
100,65
100,60
100,55
100,60
100,75
100,75
100,65
100,40
100,60
100,40
100,60
100,65
100,65
100,65
100,60
100,50
100,65
100,40
100,75
100,50
100,70
100,65
100,55
100,65
100,50
100,85
100,55
100,75
100,70
100,70
100,75
200,20
200,35
200,25
200,25
200,25
200,0
200,25
200,25
200,25
200,25
200,25
200,25
200,25
200,25
200,35
200,30
200,25
200,35
200,20
200,20
200,15
200,20
200,20
200,25
200,25
200,35
200,20
200,40
200,15
200,20
200,20
200,30
200,15
200,25
200,25
200,5
200,20
200,25
200,20
200,35
200,15
200,35
200,15
200,25
200,20
200,0
200,25
200,25
200,10
200,25
200,50
200,25
200,0
200,30
200,30
200,30
200,30
200,35
200,20
200,35
200,5
200,30
200,5
200,30
200,15
200,30
200,45
200,30
200,20
200,40
200,35
200,30
200,25
200,25
200,30
200,50
200,30
200,35
200,10
200,20
200,35
200,5
200,45
200,5
200,30
200,30
200,35
200,25
200,25
200,35
200,15
200,25
200,40
200,30
200,20
200,40
200,50
200,40
200,40
200,30
200,20
200,55
200,10
200,40
200,25
200,30
200,40
200,35
200,35
200,25
200,35
200,25
200,35
200,30
200,35
200,30
200,30
200,25
200,25
200,30
200,35
200,35
200,35
200,10
200,40
200,35
200,25
200,40
200,50
200,40
200,30
200,25
200,15
200,35
200,40
200,50
200,45
200,40
200,35
200,50
200,15
200,40
200,40
200,50
200,30
200,35
200,45
200,40
200,45
200,40
200,40
200,30
200,20
200,15
200,40
200,40
200,35
200,20
200,35
200,40
200,25
200,35
200,30
200,40
200,25
200,45
200,40
200,35
200,45
200,35
200,40
200,30
200,25
200,35
200,30
200,20
200,40
200,40
200,25
200,40
200,30
200,15
200,40
200,15
200,15
200,35
200,40
200,50
200,30
200,45
200,35
200,30
200,45
200,45
200,45
200,45
200,65
200,40
200,45
200,40
200,45
200,45
200,30
200,40
200,30
200,45
200,55
200,35
200,60
200,50
200,50
200,45
200,45
200,45
200,45
200,45
200,45
200,30
200,40
200,40
200,45
200,45
200,45
200,50
200,50
200,25
200,45
200,30
200,45
200,50
200,55
200,45
200,45
200,35
200,30
200,40
200,25
200,45
200,45
200,45
200,50
200,30
200,50
200,30
200,35
200,35
200,45
200,20
200,40
200,45
200,40
200,45
200,60
200,35
200,45
200,60
200,45
200,40
200,45
200,50
200,40
200,35
200,25
200,20
200,25
200,50
200,45
200,40
200,25
200,50
200,65
200,50
200,50
200,50
200,30
200,25
200,75
200,50
200,55
200,50
200,60
200,45
200,50
200,55
200,60
200,30
200,40
200,50
200,55
200,50
200,25
200,50
200,40
200,50
200,55
200,50
200,55
200,35
200,50
200,40
200,55
200,50
200,60
200,50
200,50
200,60
200,50
200,50
200,50
200,35
200,40
200,35
200,45
200,50
200,50
200,50
200,40
200,45
200,55
200,50
200,45
200,45
200,65
200,40
200,50
200,50
200,45
200,50
200,45
200,45
200,30
200,25
200,50
200,55
200,50
200,50
200,40
200,50
200,50
200,60
200,50
200,40
200,50
200,40
200,50
200,50
200,50
200,50
200,45
200,45
200,25
200,65
200,30
200,40
200,35
200,50
200,50
200,50
200,60
200,40
200,50
200,60
200,25
200,40
200,50
200,45
200,35
200,35
200,50
200,45
200,50
200,50
200,40
200,50
200,25
200,25
200,30
200,55
200,55
200,45
200,60
200,30
200,50
200,30
200,50
200,40
200,55
200,50
200,35
200,50
200,45
200,45
200,60
200,50
200,45
200,50
200,55
200,50
200,50
200,45
200,45
200,50
200,50
200,35
200,50
200,30
200,55
200,55
200,50
200,60
200,50
200,45
200,30
200,50
200,65
200,50
200,50
200,25
200,50
200,45
200,30
200,50
200,30
200,50
200,25
200,50
200,25
200,25
200,55
200,50
200,25
200,35
200,50
200,55
200,25
200,60
200,50
200,65
200,40
200,30
200,55
200,30
200,50
200,60
200,50
200,50
200,35
200,50
200,25
200,50
200,40
200,55
200,40
200,55
200,30
200,50
200,50
200,50
200,50
200,25
200,50
200,50
200,40
200,35
200,45
200,65
200,45
200,45
200,55
200,50
200,45
200,50
200,40
200,55
200,40
200,60
200,50
200,50
200,25
200,65
200,45
200,30
200,50
200,25
200,50
200,55
200,45
200,25
200,45
200,40
200,50
200,55
200,50
200,45
200,30
200,55
200,50
200,50
200,35
200,50
200,50
200,50
200,50
200,50
200,25
200,25
200,50
200,50
200,50
200,30
200,40
200,50
200,25
200,40
200,40
200,50
200,50
200,60
200,25
200,50
200,55
200,45
200,50
200,40
200,25
200,60
200,45
200,35
200,25
200,40
200,50
200,55
200,60
200,55
200,50
200,50
200,45
200,30
200,45
200,55
200,30
200,50
200,55
200,50
200,55
200,55
200,50
200,35
200,50
200,30
200,45
200,50
200,55
200,70
200,55
200,45
200,55
200,60
200,55
200,55
200,60
200,55
200,35
200,35
200,60
200,30
200,55
200,50
200,30
200,55
200,35
200,55
200,45
200,50
200,45
200,35
200,60
200,55
200,55
200,55
200,45
200,50
200,55
200,30
200,65
200,70
200,40
200,45
200,60
200,30
200,60
200,55
200,50
200,30
200,55
200,35
200,55
200,50
200,30
200,55
200,65
200,55
200,40
200,55
200,45
200,60
200,65
200,55
200,60
200,45
200,45
200,55
200,30
200,35
200,75
200,55
200,35
200,60
200,60
200,45
200,35
200,60
200,60
200,55
200,55
200,55
200,50
200,75
200,60
200,60
200,35
200,35
200,70
200,55
200,60
200,55
200,55
200,60
200,55
200,35
200,60
200,45
200,65
200,55
200,75
200,50
200,60
200,65
200,65
200,45
200,65
200,60
200,75
200,65
200,55
200,65
200,55
200,70
200,40
200,65
200,65
200,70
200,70
200,70
200,70
200,55
200,60
200,65
200,70
200,75
300,25
300,0
300,15
300,25
300,0
300,20
300,30
300,15
300,0
300,25
300,25
300,25
300,25
300,25
300,20
300,15
300,20
300,40
300,15
300,20
300,35
300,20
300,25
300,25
300,30
300,15
300,25
300,25
300,30
300,25
300,25
300,25
300,10
300,15
300,25
300,10
300,20
300,40
300,10
300,25
300,30
300,20
300,15
300,35
300,25
300,10
300,25
300,0
300,25
300,50
300,25
300,10
300,0
300,0
300,25
300,35
300,25
300,25
300,25
300,25
300,30
300,45
300,20
300,15
300,25
300,30
300,25
300,30
300,30
300,5
300,20
300,25
300,35
300,30
300,20
300,30
300,25
300,20
300,40
300,30
300,25
300,15
300,5
300,30
300,20
300,35
300,20
300,25
300,30
300,40
300,25
300,5
300,30
300,30
300,40
300,40
300,45
300,40
300,30
300,35
300,30
300,50
300,10
300,30
300,50
300,40
300,45
300,15
300,35
300,35
300,40
300,25
300,10
300,25
300,10
300,30
300,10
300,10
300,35
300,40
300,35
300,30
300,35
300,35
300,35
300,35
300,25
300,35
300,50
300,35
300,30
300,35
300,40
300,35
300,40
300,40
300,35
300,20
300,40
300,45
300,25
300,40
300,35
300,10
300,40
300,30
300,35
300,35
300,40
300,40
300,30
300,35
300,30
300,40
300,40
300,40
300,45
300,40
300,45
300,30
300,25
300,15
300,40
300,40
300,30
300,35
300,30
300,40
300,40
300,40
300,35
300,40
300,40
300,15
300,40
300,45
300,40
300,40
300,40
300,40
300,45
300,35
300,35
300,25
300,55
300,40
300,25
300,40
300,30
300,35
300,40
300,40
300,40
300,15
300,40
300,40
300,40
300,40
300,35
300,15
300,40
300,35
300,25
300,20
300,25
300,55
300,55
300,25
300,40
300,40
300,15
300,55
300,45
300,40
300,40
300,40
300,30
300,25
300,30
300,40
300,15
300,15
300,40
300,25
300,50
300,20
300,40
300,50
300,30
300,60
300,45
300,45
300,50
300,45
300,35
300,20
300,55
300,20
300,45
300,60
300,25
300,45
300,45
300,45
300,20
300,40
300,40
300,25
300,45
300,40
300,35
300,50
300,45
300,45
300,35
300,45
300,45
300,20
300,45
300,30
300,25
300,45
300,20
300,45
300,30
300,45
300,45
300,45
300,30
300,45
300,30
300,45
300,40
300,45
300,40
300,45
300,45
300,20
300,45
300,45
300,45
300,45
300,35
300,35
300,35
300,45
300,25
300,35
300,20
300,45
300,45
300,40
300,45
300,35
300,20
300,55
300,30
300,40
300,20
300,45
300,45
300,55
300,30
300,35
300,40
300,45
300,45
300,45
300,40
300,45
300,45
300,40
300,45
300,50
300,50
300,45
300,25
300,40
300,50
300,45
300,45
300,30
300,40
300,20
300,50
300,50
300,40
300,50
300,55
300,30
300,50
300,50
300,50
300,65
300,50
300,55
300,35
300,50
300,60
300,50
300,45
300,60
300,55
300,60
300,50
300,50
300,45
300,50
300,25
300,75
300,60
300,50
300,65
300,50
300,50
300,50
300,50
300,40
300,45
300,50
300,50
300,45
300,50
300,45
300,40
300,50
300,55
300,45
300,25
300,50
300,30
300,35
300,50
300,45
300,55
300,55
300,65
300,45
300,25
300,55
300,40
300,40
300,55
300,55
300,45
300,30
300,55
300,25
300,50
300,40
300,50
300,50
300,45
300,50
300,60
300,55
300,25
300,50
300,50
300,60
300,45
300,50
300,65
300,30
300,60
300,50
300,25
300,35
300,45
300,45
300,25
300,45
300,50
300,65
300,40
300,50
300,35
300,55
300,60
300,40
300,50
300,50
300,45
300,40
300,50
300,55
300,50
300,50
300,55
300,40
300,50
300,50
300,50
300,45
300,60
300,60
300,50
300,45
300,50
300,45
300,50
300,60
300,40
300,45
300,50
300,40
300,45
300,40
300,50
300,50
300,45
300,30
300,70
300,55
300,50
300,55
300,25
300,55
300,45
300,45
300,50
300,50
300,50
300,40
300,75
300,40
300,60
300,40
300,60
300,45
300,45
300,45
300,50
300,30
300,65
300,35
300,55
300,50
300,50
300,25
300,50
300,35
300,50
300,50
300,50
300,55
300,25
300,50
300,40
300,50
300,35
300,50
300,45
300,35
300,25
300,35
300,25
300,25
300,50
300,50
300,50
300,50
300,40
300,25
300,60
300,45
300,30
300,25
300,40
300,35
300,25
300,60
300,40
300,25
300,45
300,50
300,50
300,45
300,45
300,60
300,50
300,45
300,60
300,50
300,45
300,50
300,50
300,45
300,50
300,45
300,55
300,65
300,45
300,50
300,40
300,55
300,50
300,45
300,25
300,70
300,50
300,50
300,25
300,45
300,55
300,45
300,75
300,50
300,50
300,50
300,70
300,45
300,50
300,55
300,50
300,50
300,50
300,40
300,35
300,50
300,40
300,55
300,50
300,25
300,65
300,50
300,55
300,45
300,50
300,30
300,35
300,40
300,55
300,35
300,55
300,55
300,50
300,30
300,30
300,35
300,50
300,60
300,55
300,50
300,50
300,50
300,50
300,35
300,50
300,40
300,50
300,45
300,45
300,50
300,55
300,50
300,25
300,45
300,50
300,55
300,50
300,35
300,50
300,50
300,25
300,45
300,45
300,50
300,25
300,50
300,55
300,30
300,50
300,25
300,40
300,40
300,30
300,50
300,45
300,40
300,60
300,45
300,40
300,55
300,65
300,55
300,35
300,35
300,55
300,60
300,60
300,55
300,50
300,35
300,30
300,55
300,55
300,45
300,45
300,55
300,40
300,35
300,50
300,55
300,40
300,55
300,45
300,45
300,50
300,45
300,55
300,55
300,65
300,50
300,50
300,60
300,55
300,60
300,30
300,55
300,45
300,55
300,60
300,50
300,55
300,60
300,80
300,45
300,55
300,45
300,65
300,50
300,60
300,65
300,60
300,55
300,30
300,55
300,55
300,55
300,30
300,55
300,35
300,75
300,55
300,65
300,55
300,55
300,55
300,55
300,30
300,45
300,60
300,50
300,50
300,55
300,55
300,45
300,55
300,40
300,80
300,45
300,60
300,60
300,45
300,60
300,55
300,35
300,60
300,45
300,70
300,65
300,60
300,50
300,50
300,45
300,45
300,70
300,60
300,60
300,80
300,75
300,75
300,60
300,35
300,55
300,60
300,40
300,60
300,45
300,45
300,55
300,55
300,40
300,50
300,75
300,45
300,35
300,55
300,45
300,60
300,60
300,55
300,65
300,65
300,65
300,60
300,70
300,65
300,65
300,65
300,60
300,65
300,70
300,40
300,50
300,65
300,40
300,65
300,45
300,65
300,65
300,55
300,70
300,70
300,75
300,70
300,80
300,75
300,50
300,80
300,75
300,80
300,75
400,25
400,10
400,25
400,15
400,40
400,20
400,15
400,25
400,25
400,25
400,25
400,25
400,25
400,15
400,30
400,30
400,25
400,0
400,10
400,25
400,25
400,25
400,25
400,30
400,5
400,10
400,30
400,25
400,20
400,35
400,25
400,0
400,40
400,25
400,5
400,15
400,25
400,20
400,30
400,25
400,25
400,30
400,35
400,30
400,10
400,30
400,5
400,40
400,30
400,10
400,40
400,45
400,20
400,40
400,5
400,30
400,25
400,30
400,35
400,45
400,25
400,30
400,30
400,25
400,20
400,20
400,30
400,30
400,30
400,20
400,35
400,10
400,30
400,25
400,20
400,20
400,20
400,45
400,15
400,35
400,35
400,30
400,40
400,35
400,30
400,10
400,25
400,35
400,30
400,35
400,15
400,25
400,20
400,10
400,30
400,35
400,30
400,30
400,40
400,35
400,25
400,45
400,35
400,40
400,40
400,30
400,45
400,15
400,40
400,30
400,50
400,40
400,15
400,40
400,40
400,45
400,40
400,40
400,40
400,30
400,55
400,40
400,25
400,30
400,15
400,40
400,55
400,35
400,30
400,35
400,20
400,35
400,20
400,45
400,15
400,40
400,45
400,40
400,45
400,55
400,40
400,45
400,40
400,15
400,45
400,45
400,40
400,55
400,20
400,40
400,40
400,40
400,15
400,40
400,40
400,20
400,65
400,40
400,45
400,30
400,25
400,25
400,55
400,20
400,45
400,35
400,40
400,20
400,45
400,20
400,25
400,50
400,55
400,50
400,45
400,45
400,45
400,50
400,35
400,55
400,35
400,45
400,40
400,25
400,45
400,60
400,40
400,45
400,20
400,20
400,45
400,40
400,35
400,55
400,30
400,40
400,55
400,45
400,30
400,45
400,50
400,45
400,55
400,45
400,45
400,20
400,50
400,25
400,45
400,40
400,35
400,40
400,35
400,45
400,45
400,40
400,45
400,35
400,45
400,45
400,40
400,35
400,40
400,35
400,40
400,45
400,45
400,20
400,45
400,50
400,30
400,40
400,25
400,30
400,40
400,50
400,45
400,55
400,55
400,50
400,40
400,45
400,50
400,65
400,45
400,50
400,50
400,50
400,50
400,50
400,55
400,50
400,50
400,50
400,35
400,30
400,50
400,55
400,30
400,30
400,65
400,50
400,65
400,40
400,65
400,50
400,45
400,50
400,30
400,40
400,55
400,50
400,50
400,50
400,45
400,50
400,50
400,45
400,50
400,50
400,55
400,50
400,40
400,50
400,25
400,30
400,55
400,50
400,40
400,45
400,55
400,50
400,50
400,45
400,55
400,30
400,25
400,30
400,70
400,50
400,50
400,25
400,30
400,30
400,55
400,50
400,50
400,50
400,50
400,50
400,70
400,50
400,50
400,55
400,25
400,60
400,50
400,50
400,50
400,45
400,25
400,45
400,40
400,65
400,45
400,55
400,55
400,50
400,30
400,30
400,55
400,40
400,30
400,55
400,50
400,50
400,50
400,45
400,50
400,50
400,55
400,55
400,55
400,35
400,45
400,25
400,60
400,60
400,50
400,45
400,25
400,35
400,30
400,45
400,45
400,30
400,50
400,50
400,30
400,25
400,50
400,50
400,50
400,50
400,45
400,65
400,50
400,25
400,45
400,25
400,40
400,55
400,65
400,50
400,45
400,30
400,50
400,30
400,50
400,40
400,45
400,50
400,50
400,50
400,25
400,40
400,65
400,50
400,55
400,35
400,35
400,55
400,50
400,45
400,50
400,50
400,35
400,50
400,55
400,50
400,35
400,30
400,45
400,50
400,25
400,25
400,60
400,45
400,40
400,40
400,55
400,50
400,30
400,55
400,55
400,50
400,65
400,45
400,50
400,45
400,55
400,25
400,40
400,50
400,30
400,50
400,60
400,35
400,50
400,35
400,30
400,25
400,50
400,45
400,65
400,50
400,50
400,45
400,30
400,60
400,45
400,35
400,60
400,30
400,40
400,50
400,50
400,55
400,55
400,40
400,60
400,50
400,50
400,45
400,45
400,60
400,30
400,65
400,55
400,55
400,30
400,60
400,55
400,45
400,50
400,70
400,55
400,55
400,55
400,30
400,60
400,45
400,55
400,45
400,40
400,55
400,30
400,60
400,35
400,60
400,60
400,55
400,55
400,55
400,65
400,55
400,50
